,release_date,tmdb_id,name,countries,box_office_revenue,genres,composers
6221,1982,30038.0,The Seduction,['United States of America'],4888270.0,"['Thriller', 'Horror', 'Erotica', 'Psychological thriller', 'Drama', 'Romance Film', 'Indie']","[Composer(id=9217, name='Lalo Schifrin', birthday='1932-06-21', gender=2, homepage=None, place_of_birth='Buenos Aires, Argentina', date_first_appearance='1958-10-23')]"
6222,2006,43987.0,No Mercy for the Rude,['South Korea'],4884108.0,"['Black comedy', 'Action', 'Drama', 'Comedy']","[Composer(id=69702, name='Jeon Sang-yun', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2000-04-22')]"
6223,2010,44129.0,The Company Men,"['United States of America', 'United Kingdom']",4882577.0,"['Drama', 'Indie']","[Composer(id=40384, name='Aaron Zigman', birthday='1963-01-06', gender=2, homepage='https://www.aaronzigman.com/', place_of_birth='San Diego, California, USA', date_first_appearance='2002-02-15')]"
6224,1980,65262.0,He Knows You're Alone,['United States of America'],4875436.0,"['Horror', 'Slasher']","[Composer(id=3736719, name='Alexander Peskanov', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='1980-08-29'), Composer(id=3736720, name='Mark Peskanov', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='1980-08-29')]"
6225,1956,81699.0,Bhowani Junction,"['United States of America', 'United Kingdom']",4875000.0,"['Romance Film', 'Drama', 'Adventure']","[Composer(id=7647, name='Miklós Rózsa', birthday='1907-04-18', gender=2, homepage=None, place_of_birth='Budapest, Austria-Hungary [now Hungary]', date_first_appearance='1937-04-22')]"
6226,2007,4520.0,Sleuth,['United States of America'],4872444.0,"['Thriller', 'Psychological thriller', 'Mystery', 'Drama', 'Suspense', 'Film adaptation', 'Crime Thriller']","[Composer(id=9152, name='Patrick Doyle', birthday='1953-04-06', gender=2, homepage=None, place_of_birth='Uddingston, South Lanarkshire, Scotland', date_first_appearance='1989-10-05')]"
6227,2007,53298.0,Kutsal Damacana,['Turkey'],4866495.0,"['Comedy film', 'Fantasy']",
6228,1988,8463.0,Torch Song Trilogy,['United States of America'],4865997.0,"['Romantic comedy', 'LGBT', 'Comedy-drama', 'Drama', 'Comedy', 'Gay Themed', 'Romance Film']",
6229,1986,33762.0,Band of the Hand,['United States of America'],4865912.0,"['Crime Fiction', 'Thriller', 'Action Thrillers', 'Action/Adventure', 'Drama', 'Crime Thriller', 'Action']","[Composer(id=70381, name='Michel Rubini', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='1983-04-29')]"
6230,1980,33155.0,Galaxina,['United States of America'],4865000.0,"['Parody', 'Science Fiction', 'Adventure', 'Western', 'Comedy', 'Space western']",
6231,1984,91767.0,Harry & Son,['United States of America'],4864980.0,['Drama'],"[Composer(id=1938, name='Henry Mancini', birthday='1924-04-16', gender=2, homepage=None, place_of_birth='Cleveland, Ohio, USA', date_first_appearance='1953-04-06')]"
6232,2003,16941.0,Intermission,"['Ireland', 'United Kingdom']",4856298.0,"['Black comedy', 'Indie', 'Comedy', 'World cinema', 'Heist']","[Composer(id=960, name='John Murphy', birthday='1965-03-04', gender=2, homepage=None, place_of_birth='Liverpool, England, UK', date_first_appearance='1994-11-01')]"
6233,2005,13020.0,Enron: The Smartest Guys in the Room,['United States of America'],4854164.0,"['Crime Fiction', 'Culture & Society', 'Business', 'Biography', 'Indie', 'Finance & Investing', 'Law & Crime', 'Documentary']",
6234,2005,14375.0,Romanzo Criminale,"['France', 'Italy', 'United Kingdom']",4851244.0,"['Crime Fiction', 'Drama']","[Composer(id=39613, name='Paolo Buonvino', birthday='1968-03-26', gender=2, homepage=None, place_of_birth='Scordia, Sicily, Italy', date_first_appearance='1999-01-03')]"
6235,1986,45930.0,American Anthem,['United States of America'],4845724.0,"['Sports', 'Romantic drama', 'Action']","[Composer(id=37, name='Alan Silvestri', birthday='1950-03-26', gender=2, homepage='https://www.alansilvestri.com', place_of_birth='New York City, New York, USA', date_first_appearance='1972-05-26')]"
6236,1992,19143.0,Diggstown,['United States of America'],4836637.0,"['Crime Fiction', 'Crime Comedy', 'Boxing', 'Sports', 'Drama', 'Comedy']","[Composer(id=1213, name='James Newton Howard', birthday='1951-06-09', gender=2, homepage=None, place_of_birth='Los Angeles, California, USA', date_first_appearance='1985-06-06')]"
6237,2007,14949.0,Roman de Gare,['France'],4826734.0,"['Thriller', 'Drama', 'Psychological thriller', 'World cinema']","[Composer(id=446674, name='Alex Jaffray', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2007-04-18')]"
6238,1995,25969.0,Angus,"['France', 'United States of America', 'United Kingdom', 'Germany']",4821759.0,"['Romantic comedy', 'Buddy film', 'Coming of age', 'Comedy', 'Drama', 'Romance Film', 'Teen']","[Composer(id=51386, name='David E. Russo', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1990-09-06')]"
6239,1992,41768.0,Passion Fish,['United States of America'],4814619.0,"['Comedy-drama', 'Comedy of manners', 'Drama', 'Indie', 'Ensemble Film']","[Composer(id=20836, name='Mason Daring', birthday='1949-09-21', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1980-04-11')]"
6240,1948,3073.0,Abbott and Costello Meet Frankenstein,['United States of America'],4812444.0,"['Parody', 'Horror', 'Screwball comedy', 'Creature Film', 'Black-and-white', 'Horror Comedy', 'Comedy', 'Monster', 'Slapstick']","[Composer(id=30104, name='Frank Skinner', birthday='1897-12-31', gender=2, homepage=None, place_of_birth='Meredosia, Illinois, USA', date_first_appearance='1938-06-03')]"
6241,2011,58232.0,Chalet Girl,"['Austria', 'United Kingdom', 'Germany']",4811510.0,"['Romance Film', 'Comedy']","[Composer(id=41846, name='Christian Henson', birthday='1971-12-25', gender=2, homepage=None, place_of_birth='London, England, UK', date_first_appearance='2004-01-09')]"
6242,2001,73678.0,Costa!,['Netherlands'],4810190.0,"['Romance Film', 'Comedy']",
6243,2011,62630.0,The Devil's Double,"['Belgium', 'Netherlands']",4807493.0,"['Crime Fiction', 'Thriller', 'World cinema', 'Historical fiction', 'Drama', 'Film adaptation', 'Biographical film', 'Action', 'Political drama']","[Composer(id=41846, name='Christian Henson', birthday='1971-12-25', gender=2, homepage=None, place_of_birth='London, England, UK', date_first_appearance='2004-01-09')]"
6244,2010,51423.0,Beyond,"['Finland', 'Denmark', 'Sweden', 'Norway']",4800080.0,"['Coming of age', 'Drama']","[Composer(id=90668, name='Magnus Jarlbo', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1991-07-12'), Composer(id=1156263, name='Sebastian Öberg', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='1991-11-15')]"
6245,2008,84967.0,Twenty:20,['India'],4800000.0,"['Thriller', 'Crime Fiction', 'Action', 'Drama', 'Mystery']",
6246,1975,12259.0,Sholay,['India'],4800000.0,"['Thriller', 'Adventure', 'World cinema', 'Western', 'Comedy', 'Romance Film', 'Action', 'Bollywood']",
6247,1953,43343.0,Easy to Love,['United States of America'],4800000.0,"['Romantic comedy', 'Romance Film', 'Musical', 'Sports', 'Comedy']",
6248,2003,39839.0,Baghban,['India'],4800000.0,"['Musical', 'Drama', 'World cinema', 'Bollywood']","[Composer(id=110153, name='Aadesh Shrivastava', birthday='1964-09-03', gender=2, homepage=None, place_of_birth='Jabalpur, Madhya Pradesh, India', date_first_appearance='1990-08-31'), Composer(id=928205, name='Uttam Singh', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='1988-06-10')]"
6249,2004,15774.0,Swades,['India'],4800000.0,"['Musical', 'Drama', 'Musical Drama']","[Composer(id=5288, name='A. R. Rahman', birthday='1966-01-06', gender=2, homepage='http://www.arrahman.com', place_of_birth='Chennai, Tamil Nadu, India', date_first_appearance='1992-08-15')]"
6250,2012,117784.0,Department,[],4800000.0,['Action'],"[Composer(id=92057, name='Bappi Lahiri', birthday='1952-11-27', gender=2, homepage='https://www.bappilahiri.com/', place_of_birth='Jalpaiguri, West Bengal, India', date_first_appearance='1979-10-26'), Composer(id=1155834, name='Dharam Sandeep', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='2010-12-03'), Composer(id=2061377, name='Dharam Bhatt', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2010-01-29'), Composer(id=2065850, name='Bappa Lahiri', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2012-05-18')]"
6251,1989,120518.0,See You in the Morning,['United States of America'],4795009.0,['Romantic comedy'],"[Composer(id=6357, name='Michael Small', birthday='1939-05-30', gender=2, homepage=None, place_of_birth='New York City, New York, USA', date_first_appearance='1969-12-01')]"
6252,1992,1923.0,Twin Peaks: Fire Walk With Me,"['France', 'United States of America']",4781186.0,"['Crime Fiction', 'Thriller', 'Horror', 'Supernatural', 'Surrealism', 'Experimental film', 'Psychological thriller', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller', 'Avant-garde']","[Composer(id=5628, name='Angelo Badalamenti', birthday='1937-03-23', gender=2, homepage=None, place_of_birth='New York City, New York, USA', date_first_appearance='1973-08-09')]"
6253,2007,6535.0,Talk to Me,['United States of America'],4778376.0,"['History', 'Biography', 'Drama', 'War film', 'Music']","[Composer(id=5287, name='Terence Blanchard', birthday='1962-03-13', gender=2, homepage='http://www.terenceblanchard.com', place_of_birth='New Orleans, Louisiana, USA', date_first_appearance='1991-06-07')]"
6254,2003,20164.0,Pahat pojat,['Finland'],4778324.0,"['Crime Fiction', 'Drama']","[Composer(id=65840, name='Tuomas Kantelinen', birthday='1969-09-22', gender=2, homepage=None, place_of_birth='Helsinki, Finland', date_first_appearance='1995-04-21')]"
6255,1999,10399.0,Mansfield Park,['United Kingdom'],4775847.0,"['Romantic comedy', 'Costume drama', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']",
6256,2006,2286.0,Crusade in Jeans,"['Belgium', 'Germany', 'Luxembourg', 'Netherlands']",4766655.0,"['Science Fiction', 'Adventure', 'World cinema', 'Fantasy', 'War film', 'Family Film']","[Composer(id=23576, name='Jurre Haanstra', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2006-11-15'), Composer(id=23577, name='Ozark Henry', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2006-11-15')]"
6257,1988,104301.0,The Good Mother,['United States of America'],4764606.0,"['Romantic drama', 'Romance Film', 'Drama', 'Courtroom Drama']","[Composer(id=7182, name='Elmer Bernstein', birthday='1922-04-04', gender=2, homepage=None, place_of_birth='New York City, New York, USA', date_first_appearance='1952-08-07')]"
6258,2008,13944.0,Passengers,"['United States of America', 'Canada']",4763917.0,"['Thriller', 'Supernatural', 'Psychological thriller', 'Mystery', 'Drama', 'Disaster', 'Romance Film']",
6259,2010,58764.0,Lapland Odyssey,"['Finland', 'Iceland', 'Ireland', 'Sweden']",4762640.0,"['Romance Film', 'Drama', 'Comedy film', 'World cinema']","[Composer(id=1841874, name='Lance Hogan', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='2010-10-15')]"
6260,1989,16269.0,God of Gamblers,['Hong Kong'],4762337.0,"['World cinema', 'Action Comedy', 'Action/Adventure', 'Comedy', 'Action', 'Chinese Movies']","[Composer(id=238973, name='Lowell Lo Koon-Ting', birthday=None, gender=2, homepage=None, place_of_birth='Hong Kong, China', date_first_appearance='1987-07-16'), Composer(id=592316, name='Sherman Chow', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1983-12-01')]"
6261,1999,28029.0,A Walk on the Moon,"['United States of America', 'Australia']",4750660.0,"['Romantic drama', 'Romance Film', 'Drama', 'Indie', 'Period piece']","[Composer(id=20836, name='Mason Daring', birthday='1949-09-21', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1980-04-11')]"
6262,1964,17277.0,The Fall of the Roman Empire,['United States of America'],4750000.0,"['Sword and Sandal', 'Historical fiction', 'Epic', 'Period piece', 'Drama', 'War film', 'Historical Epic']","[Composer(id=4082, name='Dimitri Tiomkin', birthday='1894-05-10', gender=2, homepage='http://www.dimitritiomkin.com', place_of_birth='Kremenchuk, Poltava Governorate, Russian Empire [now Ukraine]', date_first_appearance='1933-12-18')]"
6263,1953,40165.0,Salome,['United States of America'],4750000.0,"['Costume drama', 'Period piece', 'Drama', 'Epic']","[Composer(id=16748, name='George Duning', birthday='1908-02-25', gender=2, homepage=None, place_of_birth='Richmond, Indiana, USA', date_first_appearance='1944-10-05')]"
6264,2010,46838.0,Tucker & Dale vs Evil,"['United States of America', 'Canada']",4749516.0,"['Horror', 'Comedy']","[Composer(id=59939, name='Mike Shields', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='2000-12-11')]"
6265,1984,84116.0,"Grandview, U.S.A.",['United States of America'],4743119.0,"['Ensemble Film', 'Indie', 'Americana', 'Coming of age', 'Comedy', 'Drama', 'Romantic drama', 'Romance Film']","[Composer(id=153, name='Thomas Newman', birthday='1955-10-20', gender=2, homepage=None, place_of_birth='Los Angeles, California, USA', date_first_appearance='1984-02-03')]"
6266,2008,62442.0,Money No Enough 2,['Singapore'],4740000.0,"['Drama', 'Comedy']",
6267,2000,18074.0,Duets,['United States of America'],4739023.0,"['Musical', 'Drama', 'Comedy']","[Composer(id=3393, name='David Newman', birthday='1954-03-11', gender=2, homepage='http://www.davidlouisnewman.com', place_of_birth=' Los Angeles, California, USA', date_first_appearance='1986-04-11')]"
6268,1984,11031.0,This Is Spinal Tap,['United States of America'],4736202.0,"['Parody', 'Mockumentary', 'Indie', 'Cult', 'Musical', 'Satire', 'Comedy']","[Composer(id=6008, name='Harry Shearer', birthday='1943-12-23', gender=2, homepage=None, place_of_birth='Los Angeles, California, USA', date_first_appearance='1984-03-02'), Composer(id=3026, name='Rob Reiner', birthday='1947-03-06', gender=2, homepage=None, place_of_birth='The Bronx, New York, USA', date_first_appearance='1984-03-02'), Composer(id=13524, name='Christopher Guest', birthday='1948-02-05', gender=2, homepage=None, place_of_birth='New York City, New York, U.S.', date_first_appearance='1984-03-02'), Composer(id=21731, name='Michael McKean', birthday='1947-10-17', gender=2, homepage='https://michaelmckean.com/', place_of_birth='New York City, New York, USA', date_first_appearance='1984-03-02')]"
6269,2005,153146.0,Lee Dae-ro Can't Die,['South Korea'],4736013.0,"['Action', 'Comedy']","[Composer(id=223180, name='Jae-kwon Han', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2001-10-12')]"
6270,1980,13783.0,Breaker Morant,"['Australia', 'New Zealand']",4735000.0,"['Anti-war', 'British Empire Film', 'History', 'Period piece', 'Drama', 'War film', 'Anti-war film', 'Courtroom Drama']","[Composer(id=75459, name='H.H. Morant', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='1980-06-11')]"
6271,2011,73499.0,The Double,"['United States of America', 'Turkey']",4729855.0,"['Drama', 'Action', 'Crime']","[Composer(id=4500, name='John Debney', birthday='1956-08-18', gender=2, homepage=None, place_of_birth='Glendale, California, USA', date_first_appearance='1984-01-01')]"
6272,1989,476.0,Drugstore Cowboy,['United States of America'],4729352.0,"['Crime Fiction', 'Indie', 'Crime Drama', 'Road movie', 'Addiction Drama', 'Period piece', 'Drama']","[Composer(id=5581, name='Elliot Goldenthal', birthday='1954-05-02', gender=2, homepage='http://elliotgoldenthal.com/', place_of_birth='Brooklyn, NY', date_first_appearance='1979-10-05')]"
6273,1996,14553.0,Stealing Beauty,"['France', 'Italy', 'United Kingdom']",4722310.0,"['Drama', 'Romantic drama', 'Romance Film', 'Coming of age', 'World cinema']","[Composer(id=39023, name='Richard Hartley', birthday='1944-07-28', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1975-01-27')]"
6274,2001,16651.0,The Other Side of Heaven,['United States of America'],4720371.0,"['Biography', 'Adventure', 'Family Drama', 'Action/Adventure', 'Period piece', 'Coming of age', 'Drama', 'Biographical film', 'Family Film']","[Composer(id=51588, name='Kevin Kiner', birthday='1958-09-03', gender=2, homepage=None, place_of_birth='San Bernardino, California, USA', date_first_appearance='1986-06-14')]"
